descripcion,frecuencia,ubicacion,involucrados_tipo,nivel_riesgo
La verdad es que Me empujan disimuladamente en los pasillos todos los días. No sé qué hacer.,SEMANAS,PASILLOS,INDIVIDUAL,MEDIO
Por favor lean esto. Me pusieron un apodo feo hoy en el salón y se rieron. No sé qué hacer.,PRIMERA_VEZ,SALON,INDIVIDUAL,BAJO
"Ayuda, Me llamaron ñero en la salida del colegio. Qué rabia.",PRIMERA_VEZ,SALIDA,INDIVIDUAL,BAJO
"Estoy cansado, Llevan meses golpeándome en el baño cuando no hay profesores. Tengo mucho miedo.",MESES,PASILLOS,GRUPO,ALTO
"Hola, Me agarraron entre varios a la salida y me pegaron patadas. Tengo moretones. Ya no aguanto.",PRIMERA_VEZ,SALIDA,GRUPO,ALTO
La verdad es que Un niño de once me tocó las partes íntimas a la fuerza en el pasillo y me dijo que si hablaba me iba peor. No sé qué hacer.,PRIMERA_VEZ,PASILLOS,INDIVIDUAL,CRITICO
Por favor lean esto. No me quisieron incluir en el grupo de trabajo de sociales. Qué rabia.,PRIMERA_VEZ,SALON,GRUPO,BAJO
"Ayuda, Me amenazaron con una navaja en el baño y me dijeron que si decía algo me mataban. No sé qué hacer.",PRIMERA_VEZ,BANOS,INDIVIDUAL,CRITICO
"Estoy cansado, Me pusieron un apodo feo hoy en el salón y se rieron. Ya no aguanto.",PRIMERA_VEZ,SALON,INDIVIDUAL,BAJO
"Hola, Me pusieron un apodo feo hoy en el salón y se rieron. Qué rabia.",PRIMERA_VEZ,SALON,INDIVIDUAL,BAJO
"Estoy cansado, No me quisieron incluir en el grupo de trabajo de sociales. Ayúdenme.",PRIMERA_VEZ,SALON,GRUPO,BAJO
Un niño de once me tocó las partes íntimas a la fuerza en el pasillo y me dijo que si hablaba me iba peor.,PRIMERA_VEZ,PASILLOS,INDIVIDUAL,CRITICO
"Hola, Llevan meses golpeándome en el baño cuando no hay profesores.",MESES,BANOS,GRUPO,ALTO
"Hola, Me miraron mal al entrar al baño y me dijeron que me fuera.",PRIMERA_VEZ,BANOS,GRUPO,BAJO
"Estoy cansado, Me miraron mal al entrar al baño y me dijeron que me fuera. No sé qué hacer.",PRIMERA_VEZ,BANOS,GRUPO,BAJO
"Hola, Un niño de once me tocó las partes íntimas a la fuerza en el pasillo y me dijo que si hablaba me iba peor.",PRIMERA_VEZ,PASILLOS,INDIVIDUAL,CRITICO
"Estoy cansado, Un niño de once me tocó las partes íntimas a la fuerza en el pasillo y me dijo que si hablaba me iba peor. Qué rabia.",PRIMERA_VEZ,PASILLOS,INDIVIDUAL,CRITICO
"Estoy cansado, Me tiran papeles y basura en el salón casi todos los días. Ayúdenme.",SEMANAS,SALON,INDIVIDUAL,MEDIO
Por favor lean esto. Me tiran papeles y basura en el salón casi todos los días. No sé qué hacer.,SEMANAS,SALON,INDIVIDUAL,MEDIO
La verdad es que Un niño de once me tocó las partes íntimas a la fuerza en el pasillo y me dijo que si hablaba me iba peor.,PRIMERA_VEZ,PASILLOS,INDIVIDUAL,CRITICO
"Hola, Me acorralaron y me quitaron el celular a la fuerza, me pegaron un puño en la cara. Ya no aguanto.",PRIMERA_VEZ,SALIDA,GRUPO,ALTO
Me excluyen de todos los grupos y me dicen cosas feas cada vez que participo en clase. Tengo mucho miedo.,SEMANAS,SALON,GRUPO,MEDIO
"Por favor lean esto. Llevan un mes ignorándome completamente, es como si fuera invisible para todo el salón.",MESES,SALON,GRUPO,MEDIO
"Estoy cansado, Me golpearon tan fuerte que perdí el conocimiento y terminé en el hospital. Tienen un cuchillo. Qué rabia.",PRIMERA_VEZ,SALIDA,GRUPO,CRITICO
"Estoy cansado, Un pelao de otro grado me dijo gordo. Ayúdenme.",PRIMERA_VEZ,PASILLOS,DESCONOCIDO,BAJO
"Hola, Me están mandando mensajes de texto amenazándome y diciendo que me van a linchar. Qué rabia.",SEMANAS,INTERNET,INDIVIDUAL,ALTO
"Hola, Crearon una cuenta falsa en Instagram solo para subir fotos mías humillándome e insultando.",SEMANAS,INTERNET,DESCONOCIDO,ALTO
"Ayuda, Hicieron un meme mío y lo compartieron en un grupo de WhatsApp, todos se burlan. Ya no aguanto.",PRIMERA_VEZ,INTERNET,GRUPO,MEDIO
"Ayuda, Me están mandando mensajes de texto amenazándome y diciendo que me van a linchar. Ayúdenme.",SEMANAS,INTERNET,DESCONOCIDO,ALTO
Me excluyen de todos los grupos y me dicen cosas feas cada vez que participo en clase. Ayúdenme.,SEMANAS,SALON,GRUPO,MEDIO
La verdad es que Me miraron mal al entrar al baño y me dijeron que me fuera. Ayúdenme.,PRIMERA_VEZ,BANOS,GRUPO,BAJO
"Hola, Llevan un mes ignorándome completamente, es como si fuera invisible para todo el salón. Tengo mucho miedo.",MESES,SALON,GRUPO,MEDIO
"Hola, Todos los días me esperan en la salida para golpearme y humillarme delante de todos. Qué rabia.",MESES,SALON,GRUPO,ALTO
"Ayuda, Me miraron mal al entrar al baño y me dijeron que me fuera.",PRIMERA_VEZ,BANOS,GRUPO,BAJO
"Ayuda, Un niño me escondió la cartuchera en el recreo como broma pero no me gustó.",PRIMERA_VEZ,DESCANSO,INDIVIDUAL,BAJO
"Estoy cansado, Crearon una cuenta falsa en Instagram solo para subir fotos mías humillándome e insultando. Qué rabia.",SEMANAS,INTERNET,DESCONOCIDO,ALTO
La verdad es que Me amenazaron con pegarme a la salida si no les daba la plata del almuerzo. Ayúdenme.,SEMANAS,INTERNET,GRUPO,ALTO
"Hola, Me empujan disimuladamente en los pasillos todos los días. Ayúdenme.",SEMANAS,PASILLOS,GRUPO,MEDIO
Por favor lean esto. Me tiran papeles y basura en el salón casi todos los días. Ya no aguanto.,SEMANAS,SALON,INDIVIDUAL,MEDIO
La verdad es que No me quisieron incluir en el grupo de trabajo de sociales. Ayúdenme.,PRIMERA_VEZ,SALON,GRUPO,BAJO
"Estoy cansado, Me agarraron entre varios a la salida y me pegaron patadas. Tengo moretones. Ya no aguanto.",PRIMERA_VEZ,SALIDA,GRUPO,ALTO
Por favor lean esto. Llevan meses golpeándome en el baño cuando no hay profesores. Ayúdenme.,MESES,SALIDA,GRUPO,ALTO
Me exigen fotos íntimas y si no se las mando dicen que me van a matar. Ayúdenme.,SEMANAS,INTERNET,INDIVIDUAL,CRITICO
"Estoy cansado, Llevan un mes ignorándome completamente, es como si fuera invisible para todo el salón. No sé qué hacer.",MESES,SALON,GRUPO,MEDIO
Por favor lean esto. Llevan varias semanas riéndose de mis zapatos y mi ropa. Ya no quiero salir al descanso. No sé qué hacer.,SEMANAS,DESCANSO,GRUPO,MEDIO
"Estoy cansado, Hicieron un meme mío y lo compartieron en un grupo de WhatsApp, todos se burlan. Ayúdenme.",PRIMERA_VEZ,INTERNET,GRUPO,MEDIO
"Hicieron un meme mío y lo compartieron en un grupo de WhatsApp, todos se burlan. Qué rabia.",SEMANAS,INTERNET,GRUPO,MEDIO
"Ayuda, Un pelao de otro grado me dijo gordo. Tengo mucho miedo.",PRIMERA_VEZ,PASILLOS,DESCONOCIDO,BAJO
"Me acorralaron y me quitaron el celular a la fuerza, me pegaron un puño en la cara. Tengo mucho miedo.",PRIMERA_VEZ,SALIDA,GRUPO,ALTO
"Me acorralaron y me quitaron el celular a la fuerza, me pegaron un puño en la cara. Qué rabia.",PRIMERA_VEZ,SALIDA,GRUPO,ALTO
"Hola, Me llamaron ñero en la salida del colegio. No sé qué hacer.",PRIMERA_VEZ,SALIDA,INDIVIDUAL,BAJO
"La verdad es que Hicieron un meme mío y lo compartieron en un grupo de WhatsApp, todos se burlan. Ya no aguanto.",PRIMERA_VEZ,INTERNET,GRUPO,MEDIO
Me pusieron un apodo feo hoy en el salón y se rieron.,PRIMERA_VEZ,SALON,INDIVIDUAL,BAJO
Por favor lean esto. Me excluyen de todos los grupos y me dicen cosas feas cada vez que participo en clase. Tengo mucho miedo.,SEMANAS,SALON,GRUPO,MEDIO
"Ayuda, Me dañaron el cuaderno de matemáticas y me rayaron la maleta. Ya no aguanto.",PRIMERA_VEZ,SALON,DESCONOCIDO,MEDIO
No me quisieron incluir en el grupo de trabajo de sociales.,PRIMERA_VEZ,SALON,GRUPO,BAJO
"La verdad es que Ya no aguanto más, llevan meses haciéndome la vida imposible, pegándome y humillándome. He pensado en suicidarme porque nadie me ayuda. Tengo mucho miedo.",MESES,SALON,GRUPO,CRITICO
"Ayuda, Hicieron un meme mío y lo compartieron en un grupo de WhatsApp, todos se burlan. Ya no aguanto.",PRIMERA_VEZ,INTERNET,DESCONOCIDO,MEDIO
La verdad es que Todos los días me esperan en la salida para golpearme y humillarme delante de todos. Qué rabia.,MESES,SALIDA,DESCONOCIDO,ALTO
La verdad es que Un niño me escondió la cartuchera en el recreo como broma pero no me gustó.,PRIMERA_VEZ,BANOS,INDIVIDUAL,BAJO
La verdad es que Me empujan disimuladamente en los pasillos todos los días. No sé qué hacer.,SEMANAS,SALON,INDIVIDUAL,MEDIO
La verdad es que Me están mandando mensajes de texto amenazándome y diciendo que me van a linchar. Qué rabia.,SEMANAS,INTERNET,DESCONOCIDO,ALTO
"Estoy cansado, Llevan varias semanas riéndose de mis zapatos y mi ropa. Ya no quiero salir al descanso. No sé qué hacer.",SEMANAS,DESCANSO,GRUPO,MEDIO
Un tipo me mandó fotos de un arma y dice que me va a matar a mí y a mi familia. Ayúdenme.,SEMANAS,INTERNET,DESCONOCIDO,CRITICO
"Ayuda, Me están mandando mensajes de texto amenazándome y diciendo que me van a linchar. Ya no aguanto.",SEMANAS,INTERNET,DESCONOCIDO,ALTO
"Ayuda, Me pusieron un apodo feo hoy en el salón y se rieron. Tengo mucho miedo.",PRIMERA_VEZ,DESCANSO,INDIVIDUAL,BAJO
"Hola, Me excluyen de todos los grupos y me dicen cosas feas cada vez que participo en clase. No sé qué hacer.",SEMANAS,SALON,GRUPO,MEDIO
"Ayuda, Crearon una cuenta falsa en Instagram solo para subir fotos mías humillándome e insultando. Qué rabia.",SEMANAS,INTERNET,DESCONOCIDO,ALTO
"Estoy cansado, Me llamaron ñero en la salida del colegio. Qué rabia.",PRIMERA_VEZ,SALIDA,GRUPO,BAJO
"Ayuda, Un niño me escondió la cartuchera en el recreo como broma pero no me gustó. No sé qué hacer.",PRIMERA_VEZ,DESCANSO,INDIVIDUAL,BAJO
"Estoy cansado, Llevan varias semanas riéndose de mis zapatos y mi ropa. Ya no quiero salir al descanso.",SEMANAS,DESCANSO,GRUPO,MEDIO
"Por favor lean esto. Ya no aguanto más, llevan meses haciéndome la vida imposible, pegándome y humillándome. He pensado en suicidarme porque nadie me ayuda. Ayúdenme.",MESES,SALON,GRUPO,CRITICO
Por favor lean esto. Todos los días me esperan en la salida para golpearme y humillarme delante de todos. No sé qué hacer.,MESES,SALIDA,GRUPO,ALTO
La verdad es que Me exigen fotos íntimas y si no se las mando dicen que me van a matar. Ayúdenme.,SEMANAS,INTERNET,INDIVIDUAL,CRITICO
"Estoy cansado, Me tiran papeles y basura en el salón casi todos los días. Tengo mucho miedo.",SEMANAS,SALON,INDIVIDUAL,MEDIO
"Ayuda, Me llamaron ñero en la salida del colegio. Ya no aguanto.",PRIMERA_VEZ,SALIDA,INDIVIDUAL,BAJO
"Ayuda, Un niño me escondió la cartuchera en el recreo como broma pero no me gustó. Tengo mucho miedo.",PRIMERA_VEZ,DESCANSO,INDIVIDUAL,BAJO
Por favor lean esto. Me golpearon tan fuerte que perdí el conocimiento y terminé en el hospital. Tienen un cuchillo. Ya no aguanto.,PRIMERA_VEZ,SALIDA,GRUPO,CRITICO
Un niño me escondió la cartuchera en el recreo como broma pero no me gustó. Tengo mucho miedo.,PRIMERA_VEZ,DESCANSO,INDIVIDUAL,BAJO
La verdad es que Me agarraron entre varios a la salida y me pegaron patadas. Tengo moretones. Tengo mucho miedo.,PRIMERA_VEZ,SALIDA,GRUPO,ALTO
Me pusieron un apodo feo hoy en el salón y se rieron.,PRIMERA_VEZ,SALON,INDIVIDUAL,BAJO
La verdad es que Me miraron mal al entrar al baño y me dijeron que me fuera. Tengo mucho miedo.,PRIMERA_VEZ,BANOS,GRUPO,BAJO
"Hola, Me tiran papeles y basura en el salón casi todos los días. Ya no aguanto.",SEMANAS,INTERNET,INDIVIDUAL,MEDIO
Me pusieron un apodo feo hoy en el salón y se rieron. Qué rabia.,PRIMERA_VEZ,SALON,INDIVIDUAL,BAJO
"Hola, Me empujan disimuladamente en los pasillos todos los días. Tengo mucho miedo.",SEMANAS,DESCANSO,INDIVIDUAL,MEDIO
"Estoy cansado, Me excluyen de todos los grupos y me dicen cosas feas cada vez que participo en clase. Ayúdenme.",MESES,SALON,GRUPO,MEDIO
Por favor lean esto. Me pusieron un apodo feo hoy en el salón y se rieron.,PRIMERA_VEZ,SALON,INDIVIDUAL,BAJO
Un tipo me mandó fotos de un arma y dice que me va a matar a mí y a mi familia.,SEMANAS,INTERNET,DESCONOCIDO,CRITICO
"Estoy cansado, Llevan meses golpeándome en el baño cuando no hay profesores. No sé qué hacer.",MESES,BANOS,GRUPO,ALTO
Me excluyen de todos los grupos y me dicen cosas feas cada vez que participo en clase. Ayúdenme.,SEMANAS,SALON,GRUPO,MEDIO
"Hola, Me dañaron el cuaderno de matemáticas y me rayaron la maleta.",PRIMERA_VEZ,SALON,DESCONOCIDO,MEDIO
"Estoy cansado, Llevan meses golpeándome en el baño cuando no hay profesores.",MESES,BANOS,INDIVIDUAL,ALTO
"Hola, Todos los días me esperan en la salida para golpearme y humillarme delante de todos. Ayúdenme.",MESES,SALIDA,GRUPO,ALTO
"Llevan un mes ignorándome completamente, es como si fuera invisible para todo el salón. Tengo mucho miedo.",MESES,SALIDA,GRUPO,MEDIO
"Hola, Me llamaron ñero en la salida del colegio.",PRIMERA_VEZ,SALIDA,INDIVIDUAL,BAJO
La verdad es que Un niño de once me tocó las partes íntimas a la fuerza en el pasillo y me dijo que si hablaba me iba peor. Tengo mucho miedo.,PRIMERA_VEZ,PASILLOS,INDIVIDUAL,CRITICO
"Estoy cansado, Un tipo me mandó fotos de un arma y dice que me va a matar a mí y a mi familia. Ya no aguanto.",SEMANAS,INTERNET,DESCONOCIDO,CRITICO
Por favor lean esto. Me llamaron ñero en la salida del colegio.,PRIMERA_VEZ,INTERNET,INDIVIDUAL,BAJO
"Hola, Me pusieron un apodo feo hoy en el salón y se rieron. Ya no aguanto.",PRIMERA_VEZ,SALON,INDIVIDUAL,BAJO
"Estoy cansado, Me excluyen de todos los grupos y me dicen cosas feas cada vez que participo en clase. Ya no aguanto.",SEMANAS,SALON,GRUPO,MEDIO
"Hola, Hicieron un meme mío y lo compartieron en un grupo de WhatsApp, todos se burlan.",PRIMERA_VEZ,INTERNET,GRUPO,MEDIO
No me quisieron incluir en el grupo de trabajo de sociales. Qué rabia.,PRIMERA_VEZ,SALON,GRUPO,BAJO
La verdad es que Todos los días me esperan en la salida para golpearme y humillarme delante de todos. Ayúdenme.,MESES,SALIDA,GRUPO,ALTO
"Ayuda, Me amenazaron con pegarme a la salida si no les daba la plata del almuerzo.",SEMANAS,DESCANSO,GRUPO,ALTO
"Ayuda, Me golpearon tan fuerte que perdí el conocimiento y terminé en el hospital. Tienen un cuchillo. Qué rabia.",PRIMERA_VEZ,SALIDA,GRUPO,CRITICO
"Hola, Un tipo me mandó fotos de un arma y dice que me va a matar a mí y a mi familia. Qué rabia.",SEMANAS,INTERNET,DESCONOCIDO,CRITICO
"Ayuda, Me están mandando mensajes de texto amenazándome y diciendo que me van a linchar. Qué rabia.",SEMANAS,INTERNET,DESCONOCIDO,ALTO
"Hola, Me empujan disimuladamente en los pasillos todos los días. Ayúdenme.",SEMANAS,PASILLOS,INDIVIDUAL,MEDIO
